Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 22918ms | tok/sec: 22,876 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 306ms | tok/sec: 1,710,675 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 310ms | tok/sec: 1,689,578 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971713 | lrm: 1.00 | dt: 356ms | tok/sec: 1,472,961 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578771 | lrm: 1.00 | dt: 373ms | tok/sec: 1,406,540 | mfu: 34.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248857 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,062 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998090 | lrm: 1.00 | dt: 351ms | tok/sec: 1,494,288 | mfu: 36.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787108 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,617 | mfu: 37.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607025 | lrm: 1.00 | dt: 313ms | tok/sec: 1,674,638 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455187 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,737 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325422 | lrm: 1.00 | dt: 315ms | tok/sec: 1,664,791 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217121 | lrm: 1.00 | dt: 342ms | tok/sec: 1,532,781 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120771 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,852 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034944 | lrm: 1.00 | dt: 345ms | tok/sec: 1,520,015 | mfu: 36.7% | epoch: 1 | remaining: 299s    
step 00462 (49.6%) | loss: 3.057885 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,255 | mfu: 39.8% | epoch: 1 | remaining: 151s    
step 00463 (49.7%) | loss: 3.056186 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,375 | mfu: 38.5% | epoch: 1 | remaining: 150s    
step 00464 (49.8%) | loss: 3.059645 | lrm: 1.00 | dt: 403ms | tok/sec: 1,301,995 | mfu: 31.5% | epoch: 1 | remaining: 150s    
step 00465 (50.0%) | loss: 3.055239 | lrm: 1.00 | dt: 335ms | tok/sec: 1,562,823 | mfu: 37.8% | epoch: 1 | remaining: 150s    
step 00466 (50.1%) | loss: 3.055219 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,427 | mfu: 40.3% | epoch: 1 | remaining: 149s    
step 00467 (50.2%) | loss: 3.051699 | lrm: 1.00 | dt: 331ms | tok/sec: 1,581,956 | mfu: 38.2% | epoch: 1 | remaining: 149s    
step 00468 (50.3%) | loss: 3.052562 | lrm: 0.99 | dt: 324ms | tok/sec: 1,619,677 | mfu: 39.1% | epoch: 1 | remaining: 149s    
step 00469 (50.4%) | loss: 3.048004 | lrm: 0.99 | dt: 319ms | tok/sec: 1,641,797 | mfu: 39.7% | epoch: 1 | remaining: 148s    
step 00470 (50.5%) | loss: 3.040214 | lrm: 0.99 | dt: 327ms | tok/sec: 1,605,254 | mfu: 38.8% | epoch: 1 | remaining: 148s    
step 00471 (50.6%) | loss: 3.038544 | lrm: 0.99 | dt: 322ms | tok/sec: 1,628,076 | mfu: 39.3% | epoch: 1 | remaining: 148s    
step 00472 (50.7%) | loss: 3.039666 | lrm: 0.99 | dt: 318ms | tok/sec: 1,646,575 | mfu: 39.8% | epoch: 1 | remaining: 147s    
step 00473 (50.8%) | loss: 3.042229 | lrm: 0.98 | dt: 320ms | tok/sec: 1,638,335 | mfu: 39.6% | epoch: 1 | remaining: 147s    
step 00474 (50.9%) | loss: 3.043097 | lrm: 0.98 | dt: 322ms | tok/sec: 1,629,863 | mfu: 39.4% | epoch: 1 | remaining: 147s    
step 00475 (51.0%) | loss: 3.045150 | lrm: 0.98 | dt: 318ms | tok/sec: 1,648,403 | mfu: 39.8% | epoch: 1 | remaining: 147s    
step 00476 (51.2%) | loss: 3.051641 | lrm: 0.98 | dt: 321ms | tok/sec: 1,635,241 | mfu: 39.5% | epoch: 1 | remaining: 146s    
step 00477 (51.3%) | loss: 3.046657 | lrm: 0.97 | dt: 321ms | tok/sec: 1,632,380 | mfu: 39.4% | epoch: 1 | remaining: 146s    
step 00478 (51.4%) | loss: 3.047475 | lrm: 0.97 | dt: 323ms | tok/sec: 1,623,764 | mfu: 39.2% | epoch: 1 | remaining: 146s    
step 00479 (51.5%) | loss: 3.044629 | lrm: 0.97 | dt: 334ms | tok/sec: 1,567,808 | mfu: 37.9% | epoch: 1 | remaining: 145s    
step 00480 (51.6%) | loss: 3.044180 | lrm: 0.97 | dt: 319ms | tok/sec: 1,641,300 | mfu: 39.7% | epoch: 1 | remaining: 145s    
step 00481 (51.7%) | loss: 3.044740 | lrm: 0.97 | dt: 321ms | tok/sec: 1,631,910 | mfu: 39.4% | epoch: 1 | remaining: 145s    
step 00482 (51.8%) | loss: 3.043537 | lrm: 0.96 | dt: 323ms | tok/sec: 1,623,501 | mfu: 39.2% | epoch: 1 | remaining: 144s    
step 00483 (51.9%) | loss: 3.044775 | lrm: 0.96 | dt: 322ms | tok/sec: 1,626,200 | mfu: 39.3% | epoch: 1 | remaining: 144s    
step 00484 (52.0%) | loss: 3.043051 | lrm: 0.96 | dt: 318ms | tok/sec: 1,646,901 | mfu: 39.8% | epoch: 1 | remaining: 144s    
step 00485 (52.1%) | loss: 3.039486 | lrm: 0.96 | dt: 321ms | tok/sec: 1,635,091 | mfu: 39.5% | epoch: 1 | remaining: 143s    
step 00486 (52.2%) | loss: 3.036463 | lrm: 0.96 | dt: 321ms | tok/sec: 1,630,899 | mfu: 39.4% | epoch: 1 | remaining: 143s    
step 00487 (52.3%) | loss: 3.033530 | lrm: 0.95 | dt: 318ms | tok/sec: 1,646,867 | mfu: 39.8% | epoch: 1 | remaining: 143s    
step 00488 (52.4%) | loss: 3.033252 | lrm: 0.95 | dt: 321ms | tok/sec: 1,633,376 | mfu: 39.5% | epoch: 1 | remaining: 142s    
step 00489 (52.5%) | loss: 3.031675 | lrm: 0.95 | dt: 324ms | tok/sec: 1,616,616 | mfu: 39.1% | epoch: 1 | remaining: 142s    
step 00490 (52.7%) | loss: 3.032085 | lrm: 0.95 | dt: 321ms | tok/sec: 1,633,015 | mfu: 39.5% | epoch: 1 | remaining: 142s    
step 00491 (52.8%) | loss: 3.029436 | lrm: 0.94 | dt: 323ms | tok/sec: 1,622,691 | mfu: 39.2% | epoch: 1 | remaining: 141s    
step 00492 (52.9%) | loss: 3.035991 | lrm: 0.94 | dt: 322ms | tok/sec: 1,628,346 | mfu: 39.3% | epoch: 1 | remaining: 141s    
step 00493 (53.0%) | loss: 3.040818 | lrm: 0.94 | dt: 320ms | tok/sec: 1,636,363 | mfu: 39.5% | epoch: 1 | remaining: 141s    
step 00494 (53.1%) | loss: 3.042856 | lrm: 0.94 | dt: 322ms | tok/sec: 1,626,565 | mfu: 39.3% | epoch: 1 | remaining: 140s    
step 00495 (53.2%) | loss: 3.040995 | lrm: 0.94 | dt: 321ms | tok/sec: 1,634,168 | mfu: 39.5% | epoch: 1 | remaining: 140s    
step 00496 (53.3%) | loss: 3.039576 | lrm: 0.93 | dt: 319ms | tok/sec: 1,643,760 | mfu: 39.7% | epoch: 1 | remaining: 140s    
step 00497 (53.4%) | loss: 3.039219 | lrm: 0.93 | dt: 320ms | tok/sec: 1,637,325 | mfu: 39.6% | epoch: 1 | remaining: 139s    
step 00498 (53.5%) | loss: 3.036983 | lrm: 0.93 | dt: 322ms | tok/sec: 1,630,215 | mfu: 39.4% | epoch: 1 | remaining: 139s    
step 00499 (53.6%) | loss: 3.039470 | lrm: 0.93 | dt: 321ms | tok/sec: 1,631,855 | mfu: 39.4% | epoch: 1 | remaining: 139s    
step 00500 (53.7%) | loss: 3.044055 | lrm: 0.93 | dt: 322ms | tok/sec: 1,630,710 | mfu: 39.4% | epoch: 1 | remaining: 138s    
step 00501 (53.8%) | loss: 3.038061 | lrm: 0.92 | dt: 321ms | tok/sec: 1,635,647 | mfu: 39.5% | epoch: 1 | remaining: 138s    
step 00502 (53.9%) | loss: 3.035174 | lrm: 0.92 | dt: 320ms | tok/sec: 1,638,227 | mfu: 39.6% | epoch: 1 | remaining: 138s    
step 00503 (54.0%) | loss: 3.036647 | lrm: 0.92 | dt: 324ms | tok/sec: 1,620,614 | mfu: 39.2% | epoch: 1 | remaining: 138s    
step 00504 (54.2%) | loss: 3.033780 | lrm: 0.92 | dt: 324ms | tok/sec: 1,619,713 | mfu: 39.1% | epoch: 1 | remaining: 137s    
step 00505 (54.3%) | loss: 3.030630 | lrm: 0.91 | dt: 324ms | tok/sec: 1,618,680 | mfu: 39.1% | epoch: 1 | remaining: 137s    
step 00506 (54.4%) | loss: 3.028938 | lrm: 0.91 | dt: 322ms | tok/sec: 1,629,192 | mfu: 39.4% | epoch: 1 | remaining: 137s    
step 00507 (54.5%) | loss: 3.031493 | lrm: 0.91 | dt: 321ms | tok/sec: 1,632,867 | mfu: 39.5% | epoch: 1 | remaining: 136s    
step 00508 (54.6%) | loss: 3.031479 | lrm: 0.91 | dt: 320ms | tok/sec: 1,637,536 | mfu: 39.6% | epoch: 1 | remaining: 136s    
step 00509 (54.7%) | loss: 3.026940 | lrm: 0.91 | dt: 321ms | tok/sec: 1,632,721 | mfu: 39.4% | epoch: 1 | remaining: 136s    
step 00510 (54.8%) | loss: 3.027156 | lrm: 0.90 | dt: 319ms | tok/sec: 1,642,703 | mfu: 39.7% | epoch: 1 | remaining: 135s    
step 00511 (54.9%) | loss: 3.021937 | lrm: 0.90 | dt: 324ms | tok/sec: 1,618,869 | mfu: 39.1% | epoch: 1 | remaining: 135s    
step 00512 (55.0%) | loss: 3.024591 | lrm: 0.90 | dt: 321ms | tok/sec: 1,634,169 | mfu: 39.5% | epoch: 1 | remaining: 135s    
step 00513 (55.1%) | loss: 3.019623 | lrm: 0.90 | dt: 339ms | tok/sec: 1,545,008 | mfu: 37.3% | epoch: 1 | remaining: 134s    
step 00514 (55.2%) | loss: 3.016485 | lrm: 0.90 | dt: 319ms | tok/sec: 1,642,395 | mfu: 39.7% | epoch: 1 | remaining: 134s    
step 00515 (55.3%) | loss: 3.016514 | lrm: 0.89 | dt: 322ms | tok/sec: 1,628,194 | mfu: 39.3% | epoch: 1 | remaining: 134s    
step 00516 (55.4%) | loss: 3.019547 | lrm: 0.89 | dt: 321ms | tok/sec: 1,634,876 | mfu: 39.5% | epoch: 1 | remaining: 133s    
step 00517 (55.6%) | loss: 3.022918 | lrm: 0.89 | dt: 321ms | tok/sec: 1,633,952 | mfu: 39.5% | epoch: 1 | remaining: 133s    
step 00518 (55.7%) | loss: 3.022373 | lrm: 0.89 | dt: 322ms | tok/sec: 1,625,706 | mfu: 39.3% | epoch: 1 | remaining: 133s    
step 00519 (55.8%) | loss: 3.019893 | lrm: 0.88 | dt: 337ms | tok/sec: 1,554,318 | mfu: 37.6% | epoch: 1 | remaining: 132s    
step 00520 (55.9%) | loss: 3.020520 | lrm: 0.88 | dt: 340ms | tok/sec: 1,543,257 | mfu: 37.3% | epoch: 1 | remaining: 132s    
step 00521 (56.0%) | loss: 3.019101 | lrm: 0.88 | dt: 319ms | tok/sec: 1,645,492 | mfu: 39.8% | epoch: 1 | remaining: 132s    
step 00522 (56.1%) | loss: 3.018227 | lrm: 0.88 | dt: 325ms | tok/sec: 1,612,643 | mfu: 39.0% | epoch: 1 | remaining: 131s    
step 00523 (56.2%) | loss: 3.019174 | lrm: 0.88 | dt: 325ms | tok/sec: 1,612,105 | mfu: 39.0% | epoch: 1 | remaining: 131s    
step 00524 (56.3%) | loss: 3.017820 | lrm: 0.87 | dt: 320ms | tok/sec: 1,638,516 | mfu: 39.6% | epoch: 1 | remaining: 131s    
step 00525 (56.4%) | loss: 3.015587 | lrm: 0.87 | dt: 325ms | tok/sec: 1,612,433 | mfu: 39.0% | epoch: 1 | remaining: 130s    
step 00526 (56.5%) | loss: 3.011725 | lrm: 0.87 | dt: 322ms | tok/sec: 1,627,267 | mfu: 39.3% | epoch: 1 | remaining: 130s    
step 00527 (56.6%) | loss: 3.008889 | lrm: 0.87 | dt: 317ms | tok/sec: 1,654,138 | mfu: 40.0% | epoch: 1 | remaining: 130s    
step 00528 (56.7%) | loss: 3.006046 | lrm: 0.87 | dt: 321ms | tok/sec: 1,633,511 | mfu: 39.5% | epoch: 1 | remaining: 129s    
step 00529 (56.9%) | loss: 3.005510 | lrm: 0.86 | dt: 321ms | tok/sec: 1,633,886 | mfu: 39.5% | epoch: 1 | remaining: 129s    
step 00530 (57.0%) | loss: 3.004636 | lrm: 0.86 | dt: 320ms | tok/sec: 1,639,776 | mfu: 39.6% | epoch: 1 | remaining: 129s    
step 00531 (57.1%) | loss: 2.999297 | lrm: 0.86 | dt: 322ms | tok/sec: 1,629,987 | mfu: 39.4% | epoch: 1 | remaining: 128s    
step 00532 (57.2%) | loss: 2.995474 | lrm: 0.86 | dt: 322ms | tok/sec: 1,630,689 | mfu: 39.4% | epoch: 1 | remaining: 128s    
step 00533 (57.3%) | loss: 2.998933 | lrm: 0.85 | dt: 320ms | tok/sec: 1,638,061 | mfu: 39.6% | epoch: 1 | remaining: 128s    
step 00534 (57.4%) | loss: 2.994548 | lrm: 0.85 | dt: 320ms | tok/sec: 1,639,067 | mfu: 39.6% | epoch: 1 | remaining: 128s    
step 00535 (57.5%) | loss: 2.993340 | lrm: 0.85 | dt: 320ms | tok/sec: 1,639,977 | mfu: 39.6% | epoch: 1 | remaining: 127s    
step 00536 (57.6%) | loss: 2.988279 | lrm: 0.85 | dt: 319ms | tok/sec: 1,645,488 | mfu: 39.8% | epoch: 1 | remaining: 127s    
step 00537 (57.7%) | loss: 2.987106 | lrm: 0.85 | dt: 323ms | tok/sec: 1,623,977 | mfu: 39.2% | epoch: 1 | remaining: 127s    
step 00538 (57.8%) | loss: 2.992153 | lrm: 0.84 | dt: 322ms | tok/sec: 1,629,713 | mfu: 39.4% | epoch: 1 | remaining: 126s    
step 00539 (57.9%) | loss: 2.987803 | lrm: 0.84 | dt: 323ms | tok/sec: 1,623,868 | mfu: 39.2% | epoch: 1 | remaining: 126s    
step 00540 (58.0%) | loss: 2.989049 | lrm: 0.84 | dt: 322ms | tok/sec: 1,630,038 | mfu: 39.4% | epoch: 1 | remaining: 126s    
step 00541 (58.1%) | loss: 2.988426 | lrm: 0.84 | dt: 324ms | tok/sec: 1,616,031 | mfu: 39.0% | epoch: 1 | remaining: 125s    
step 00542 (58.2%) | loss: 2.985911 | lrm: 0.84 | dt: 360ms | tok/sec: 1,454,814 | mfu: 35.2% | epoch: 1 | remaining: 125s    
step 00543 (58.4%) | loss: 2.982228 | lrm: 0.83 | dt: 393ms | tok/sec: 1,334,630 | mfu: 32.2% | epoch: 1 | remaining: 125s    
step 00544 (58.5%) | loss: 2.981182 | lrm: 0.83 | dt: 312ms | tok/sec: 1,680,704 | mfu: 40.6% | epoch: 1 | remaining: 124s    
step 00545 (58.6%) | loss: 2.980280 | lrm: 0.83 | dt: 314ms | tok/sec: 1,667,833 | mfu: 40.3% | epoch: 1 | remaining: 124s    
step 00546 (58.7%) | loss: 2.980934 | lrm: 0.83 | dt: 331ms | tok/sec: 1,584,600 | mfu: 38.3% | epoch: 1 | remaining: 124s    
step 00547 (58.8%) | loss: 2.983977 | lrm: 0.82 | dt: 323ms | tok/sec: 1,623,245 | mfu: 39.2% | epoch: 1 | remaining: 123s    
step 00548 (58.9%) | loss: 2.985908 | lrm: 0.82 | dt: 315ms | tok/sec: 1,663,445 | mfu: 40.2% | epoch: 1 | remaining: 123s    
step 00549 (59.0%) | loss: 2.978007 | lrm: 0.82 | dt: 322ms | tok/sec: 1,626,968 | mfu: 39.3% | epoch: 1 | remaining: 123s    
step 00550 (59.1%) | loss: 2.977721 | lrm: 0.82 | dt: 324ms | tok/sec: 1,619,449 | mfu: 39.1% | epoch: 1 | remaining: 122s    
step 00551 (59.2%) | loss: 2.975556 | lrm: 0.82 | dt: 317ms | tok/sec: 1,656,407 | mfu: 40.0% | epoch: 1 | remaining: 122s    
step 00552 (59.3%) | loss: 2.972097 | lrm: 0.81 | dt: 363ms | tok/sec: 1,442,819 | mfu: 34.9% | epoch: 1 | remaining: 122s    
step 00553 (59.5%) | loss: 2.975274 | lrm: 0.81 | dt: 317ms | tok/sec: 1,651,317 | mfu: 39.9% | epoch: 1 | remaining: 121s    
step 00554 (59.6%) | loss: 2.980398 | lrm: 0.81 | dt: 318ms | tok/sec: 1,650,723 | mfu: 39.9% | epoch: 1 | remaining: 121s    
step 00555 (59.7%) | loss: 2.979121 | lrm: 0.81 | dt: 333ms | tok/sec: 1,572,361 | mfu: 38.0% | epoch: 1 | remaining: 121s    
step 00556 (59.8%) | loss: 2.979255 | lrm: 0.80 | dt: 316ms | tok/sec: 1,657,932 | mfu: 40.1% | epoch: 1 | remaining: 120s    
step 00557 (59.9%) | loss: 2.974843 | lrm: 0.80 | dt: 320ms | tok/sec: 1,636,802 | mfu: 39.5% | epoch: 1 | remaining: 120s    
step 00558 (60.0%) | loss: 2.971945 | lrm: 0.80 | dt: 327ms | tok/sec: 1,605,140 | mfu: 38.8% | epoch: 1 | remaining: 120s    
step 00559 (60.1%) | loss: 2.975289 | lrm: 0.80 | dt: 339ms | tok/sec: 1,547,088 | mfu: 37.4% | epoch: 1 | remaining: 119s    
step 00560 (60.2%) | loss: 2.971414 | lrm: 0.80 | dt: 314ms | tok/sec: 1,670,641 | mfu: 40.4% | epoch: 1 | remaining: 119s    
step 00561 (60.3%) | loss: 2.976846 | lrm: 0.79 | dt: 324ms | tok/sec: 1,618,841 | mfu: 39.1% | epoch: 1 | remaining: 119s    
step 00562 (60.4%) | loss: 2.974467 | lrm: 0.79 | dt: 319ms | tok/sec: 1,641,636 | mfu: 39.7% | epoch: 1 | remaining: 118s    
step 00563 (60.5%) | loss: 2.974663 | lrm: 0.79 | dt: 317ms | tok/sec: 1,655,417 | mfu: 40.0% | epoch: 1 | remaining: 118s    
step 00564 (60.7%) | loss: 2.980433 | lrm: 0.79 | dt: 323ms | tok/sec: 1,624,513 | mfu: 39.3% | epoch: 1 | remaining: 118s    
step 00565 (60.8%) | loss: 2.979695 | lrm: 0.78 | dt: 322ms | tok/sec: 1,629,050 | mfu: 39.4% | epoch: 1 | remaining: 117s    
step 00566 (60.9%) | loss: 2.980831 | lrm: 0.78 | dt: 320ms | tok/sec: 1,637,795 | mfu: 39.6% | epoch: 1 | remaining: 117s    
step 00567 (61.0%) | loss: 2.977746 | lrm: 0.78 | dt: 321ms | tok/sec: 1,632,588 | mfu: 39.4% | epoch: 1 | remaining: 117s    
step 00568 (61.1%) | loss: 2.979182 | lrm: 0.78 | dt: 324ms | tok/sec: 1,617,111 | mfu: 39.1% | epoch: 1 | remaining: 116s    
step 00569 (61.2%) | loss: 2.979357 | lrm: 0.78 | dt: 320ms | tok/sec: 1,636,766 | mfu: 39.5% | epoch: 1 | remaining: 116s    
step 00570 (61.3%) | loss: 2.979104 | lrm: 0.77 | dt: 318ms | tok/sec: 1,646,204 | mfu: 39.8% | epoch: 1 | remaining: 116s    
step 00571 (61.4%) | loss: 2.972902 | lrm: 0.77 | dt: 321ms | tok/sec: 1,634,315 | mfu: 39.5% | epoch: 1 | remaining: 115s    
step 00572 (61.5%) | loss: 2.968795 | lrm: 0.77 | dt: 320ms | tok/sec: 1,638,537 | mfu: 39.6% | epoch: 1 | remaining: 115s    
step 00573 (61.6%) | loss: 2.976997 | lrm: 0.77 | dt: 319ms | tok/sec: 1,645,612 | mfu: 39.8% | epoch: 1 | remaining: 115s    
step 00574 (61.7%) | loss: 2.979582 | lrm: 0.77 | dt: 326ms | tok/sec: 1,610,279 | mfu: 38.9% | epoch: 1 | remaining: 115s    
step 00575 (61.8%) | loss: 2.975175 | lrm: 0.76 | dt: 324ms | tok/sec: 1,616,956 | mfu: 39.1% | epoch: 1 | remaining: 114s    
step 00576 (61.9%) | loss: 2.976849 | lrm: 0.76 | dt: 322ms | tok/sec: 1,628,579 | mfu: 39.3% | epoch: 1 | remaining: 114s    
step 00577 (62.0%) | loss: 2.975784 | lrm: 0.76 | dt: 320ms | tok/sec: 1,635,896 | mfu: 39.5% | epoch: 1 | remaining: 114s    
step 00578 (62.2%) | loss: 2.969568 | lrm: 0.76 | dt: 323ms | tok/sec: 1,622,835 | mfu: 39.2% | epoch: 1 | remaining: 113s    
step 00579 (62.3%) | loss: 2.970464 | lrm: 0.75 | dt: 326ms | tok/sec: 1,608,977 | mfu: 38.9% | epoch: 1 | remaining: 113s    
step 00580 (62.4%) | loss: 2.970410 | lrm: 0.75 | dt: 338ms | tok/sec: 1,548,951 | mfu: 37.4% | epoch: 1 | remaining: 113s    
step 00581 (62.5%) | loss: 2.968469 | lrm: 0.75 | dt: 320ms | tok/sec: 1,637,046 | mfu: 39.6% | epoch: 1 | remaining: 112s    
step 00582 (62.6%) | loss: 2.968518 | lrm: 0.75 | dt: 322ms | tok/sec: 1,628,364 | mfu: 39.3% | epoch: 1 | remaining: 112s    
step 00583 (62.7%) | loss: 2.964250 | lrm: 0.75 | dt: 323ms | tok/sec: 1,621,688 | mfu: 39.2% | epoch: 1 | remaining: 112s    
step 00584 (62.8%) | loss: 2.963511 | lrm: 0.74 | dt: 335ms | tok/sec: 1,566,072 | mfu: 37.8% | epoch: 1 | remaining: 111s    
step 00585 (62.9%) | loss: 2.963855 | lrm: 0.74 | dt: 318ms | tok/sec: 1,650,101 | mfu: 39.9% | epoch: 1 | remaining: 111s    
step 00586 (63.0%) | loss: 2.962562 | lrm: 0.74 | dt: 323ms | tok/sec: 1,624,197 | mfu: 39.2% | epoch: 1 | remaining: 111s    
step 00587 (63.1%) | loss: 2.961989 | lrm: 0.74 | dt: 326ms | tok/sec: 1,610,139 | mfu: 38.9% | epoch: 1 | remaining: 110s    
step 00588 (63.2%) | loss: 2.955753 | lrm: 0.74 | dt: 322ms | tok/sec: 1,626,397 | mfu: 39.3% | epoch: 1 | remaining: 110s    
step 00589 (63.3%) | loss: 2.960016 | lrm: 0.73 | dt: 322ms | tok/sec: 1,626,081 | mfu: 39.3% | epoch: 1 | remaining: 110s    
step 00590 (63.5%) | loss: 2.962128 | lrm: 0.73 | dt: 323ms | tok/sec: 1,621,622 | mfu: 39.2% | epoch: 1 | remaining: 109s    
step 00591 (63.6%) | loss: 2.963901 | lrm: 0.73 | dt: 320ms | tok/sec: 1,636,808 | mfu: 39.5% | epoch: 1 | remaining: 109s    
step 00592 (63.7%) | loss: 2.958988 | lrm: 0.73 | dt: 319ms | tok/sec: 1,642,580 | mfu: 39.7% | epoch: 1 | remaining: 109s    
step 00593 (63.8%) | loss: 2.962498 | lrm: 0.72 | dt: 320ms | tok/sec: 1,640,396 | mfu: 39.6% | epoch: 1 | remaining: 108s    
step 00594 (63.9%) | loss: 2.963389 | lrm: 0.72 | dt: 322ms | tok/sec: 1,630,587 | mfu: 39.4% | epoch: 1 | remaining: 108s    
step 00595 (64.0%) | loss: 2.961946 | lrm: 0.72 | dt: 332ms | tok/sec: 1,577,508 | mfu: 38.1% | epoch: 1 | remaining: 108s    
step 00596 (64.1%) | loss: 2.966901 | lrm: 0.72 | dt: 319ms | tok/sec: 1,642,277 | mfu: 39.7% | epoch: 1 | remaining: 107s    
step 00597 (64.2%) | loss: 2.959910 | lrm: 0.72 | dt: 323ms | tok/sec: 1,624,614 | mfu: 39.3% | epoch: 1 | remaining: 107s    
step 00598 (64.3%) | loss: 2.956566 | lrm: 0.71 | dt: 326ms | tok/sec: 1,610,320 | mfu: 38.9% | epoch: 1 | remaining: 107s    
step 00599 (64.4%) | loss: 2.951823 | lrm: 0.71 | dt: 319ms | tok/sec: 1,644,965 | mfu: 39.7% | epoch: 1 | remaining: 106s    
step 00600 (64.5%) | loss: 2.951330 | lrm: 0.71 | dt: 329ms | tok/sec: 1,591,614 | mfu: 38.5% | epoch: 1 | remaining: 106s    
step 00601 (64.6%) | loss: 2.946744 | lrm: 0.71 | dt: 323ms | tok/sec: 1,623,365 | mfu: 39.2% | epoch: 1 | remaining: 106s    
step 00602 (64.7%) | loss: 2.944777 | lrm: 0.71 | dt: 321ms | tok/sec: 1,635,629 | mfu: 39.5% | epoch: 1 | remaining: 105s    
step 00603 (64.8%) | loss: 2.943765 | lrm: 0.70 | dt: 324ms | tok/sec: 1,620,499 | mfu: 39.2% | epoch: 1 | remaining: 105s    
step 00604 (65.0%) | loss: 2.946318 | lrm: 0.70 | dt: 321ms | tok/sec: 1,631,320 | mfu: 39.4% | epoch: 1 | remaining: 105s    
step 00605 (65.1%) | loss: 2.942735 | lrm: 0.70 | dt: 322ms | tok/sec: 1,630,038 | mfu: 39.4% | epoch: 1 | remaining: 104s    
step 00606 (65.2%) | loss: 2.946556 | lrm: 0.70 | dt: 320ms | tok/sec: 1,637,201 | mfu: 39.6% | epoch: 1 | remaining: 104s    
step 00607 (65.3%) | loss: 2.948651 | lrm: 0.69 | dt: 324ms | tok/sec: 1,616,577 | mfu: 39.1% | epoch: 1 | remaining: 104s    
step 00608 (65.4%) | loss: 2.946175 | lrm: 0.69 | dt: 323ms | tok/sec: 1,621,917 | mfu: 39.2% | epoch: 1 | remaining: 104s    
step 00609 (65.5%) | loss: 2.939903 | lrm: 0.69 | dt: 337ms | tok/sec: 1,553,459 | mfu: 37.5% | epoch: 1 | remaining: 103s    
step 00610 (65.6%) | loss: 2.942318 | lrm: 0.69 | dt: 317ms | tok/sec: 1,652,171 | mfu: 39.9% | epoch: 1 | remaining: 103s    
step 00611 (65.7%) | loss: 2.944350 | lrm: 0.69 | dt: 319ms | tok/sec: 1,641,346 | mfu: 39.7% | epoch: 1 | remaining: 103s    
step 00612 (65.8%) | loss: 2.942208 | lrm: 0.68 | dt: 325ms | tok/sec: 1,612,372 | mfu: 39.0% | epoch: 1 | remaining: 102s    
step 00613 (65.9%) | loss: 2.941350 | lrm: 0.68 | dt: 318ms | tok/sec: 1,648,564 | mfu: 39.8% | epoch: 1 | remaining: 102s    
step 00614 (66.0%) | loss: 2.936029 | lrm: 0.68 | dt: 321ms | tok/sec: 1,635,017 | mfu: 39.5% | epoch: 1 | remaining: 102s    
step 00615 (66.1%) | loss: 2.934477 | lrm: 0.68 | dt: 334ms | tok/sec: 1,568,943 | mfu: 37.9% | epoch: 1 | remaining: 101s    
step 00616 (66.3%) | loss: 2.933114 | lrm: 0.67 | dt: 407ms | tok/sec: 1,288,213 | mfu: 31.1% | epoch: 1 | remaining: 101s    
